"Title","Year","DOI","Link","Abstract"
"Investigation of green infrastructure for sustainable cities: The Kilis case","2014","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949115666&partnerID=40&md5=77452b7b0ec5eb57c8d869558fa4d6f8","The importance of green infrastructure (GreIn) in urban areas is increasing due to rapid urbanisation. The spaces of urban GreIn are important components of urban ecosystems, contributing to the quality of urban in many aspect such as urban climate control, water management and providing support to important green networks. Thus, they also improve the quality of life of urban dwellers. Improvement and development of GreIn is necessity to contribute landscape management and sustainable communities in urban. In this study, firstly, it has been given information about GreIn such as the concept of GreIn, the functions of GreIn and approaches of GreIn planning. Later, the city GreIn has been investigated. At the investigation of the city 1/1000 and 1/5000-scaled development plan and report have been utilised as a main data source, as well as base map. In addition, systematic technical observations have been pursued in the field in order to gather further information. The result of the study has stated that the spaces of GreIn in the city are not planned an integrated system and their contributions to sustainable development of the city are weak. Consequently, in light of these findings, suggestions are made for planning and designing of these spaces within ecological sustainability framework."
"Can sustainability plans make sustainable cities? The ecological footprint implications of renewable energy within Philadelphia’s Greenworks plan","2015","10.1080/15487733.2015.11908137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928984106&doi=10.1080%2f15487733.2015.11908137&partnerID=40&md5=49b8756a6f4732863ae32ab6c6309d77","Municipal sustainability plans typically include laudable environmental goals, but they rarely explain the connection between these goals and a larger conception of sustainability. In this article, we examine one local sustainability plan, Philadelphia’s Greenworks, through a city-based, rather than per capita-based, ecological footprint (EF) analysis. Our objective is to theoretically establish the extent to which at least one of the items in Greenworks—to have 20% of the city’s electricity come from alternative energy sources—might reduce Philadelphia’s overall energy footprint if imple-mented within the municipal boundaries. By moving away from the idea that per capita energy footprints add up to a citywide energy footprint, we posit that a city can reduce its overall energy footprint by utilizing internal resources, even if the total land used for that respective energy were to increase. For many cities this will result in the use of renewables, such as solar, biogas, wind, hydropower, geothermal, and other creative solutions. By extending at least one component of Philadelphia’s sustainability plan through EF analysis, we provide a hypothetical example of how municipal sustainability goals might contribute to a larger goal of urban sustainability, at least in the limited sense that they become less reliant on outlying resources. © 2014 Moscovici et al. CC-BY Attribution 4.0 License."
"Planning Healthy, Liveable and Sustainable Cities: How Can Indicators Inform Policy?","2015","10.1080/08111146.2014.1002606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930541511&doi=10.1080%2f08111146.2014.1002606&partnerID=40&md5=3bd7c9fb33cf4a8520b19914933002d1","Creating ‘liveable’ communities that are healthy and sustainable is an aspiration of policymakers in Australia and overseas. Indicators are being used at the national, state and local level to compare the liveability of cities and regions. Yet, there are challenges in the adoption of such indicators. Planning scholars see a challenge in creating indicators that measure something publicly valued, while public health researchers are concerned about scant systemic research on relationships between policies, the built environment, and health and well-being. This article provides an overview of liveability indicators used to date in Australia and internationally. It then outlines the results of consultations with Melbourne-based academics and decision-makers, on how to increase their utility and support the creation of healthy, liveable and sustainable cities. © 2015 Editorial Board, Urban Policy and Research."
"'Sustainable City' requires 'recognition'-The example of environmental education under pressure from the compact city","2016","10.1016/j.landusepol.2015.12.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952663231&doi=10.1016%2fj.landusepol.2015.12.018&partnerID=40&md5=f9670c532f6b1d1ad26b0869596d6655","The compact city is advocated as a key strategy to establish sustainable cities. Compact city policy implies urban densification, sometimes with elimination of green space. Citizen's valuable arguments in urban densification developments in green space are easily ignored, as is explored in a case study in Amsterdam, the Netherlands. Place making decisions are more often legitimized with sustainability claims, and arguments from less convinced residents are denied or remain unexamined. About green space these also concern environmental qualities significant for long term sustainability of cities. This is illustrated by presenting empirical evidence about environmental education, an argument emerging from the explorative study. Environmental education should be seen as an important element in longterm sustainability, but the educational relevance of proximity of green space to schools had remained unknown. Empirical evidence of the negative effect of larger distances to green space on environmental education is presented in a geographical survey. The results suggest that close proximity to urban green space also reinforces fieldwork activities further away. As the validity of this argument was denied in the case study, this illustrates the need to establish frameworks that foster recognition and learning in open processes in urban densification. © 2015 Elsevier Ltd."
"The adoption of strategies for sustainable cities: A comparative study between Newcastle and Florianópolis focused on urban mobility","2016","10.1016/j.jclepro.2015.07.135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951920153&doi=10.1016%2fj.jclepro.2015.07.135&partnerID=40&md5=09e61e2f4a17809f47524e6aa6d8f3df","Cities have become important drivers in promoting strategies for sustainable development. The primary objective of this article is to analyze the differences between public transportation in Newcastle upon Tyne, the city considered the most sustainable in the United Kingdom, and Florianópolis, a city with great potential for sustainable policies located in southern Brazil. This comparison may provide models, ideas and actions for the development of Florianópolis as a model of sustainability in South America. Therefore, a comparative analysis is provided: to observe changes, build models, and verify similarities and differences, while seeking to discover which behaviors govern political and social phenomena in the area of urban sustainability. This paper provides a comparative description of social and economic indicators: gross domestic product (GDP) per capita, inflation, employment, as well as the historical population evolution of the two cities. This work contrasts the sustainable transport model used by Newcastle and the reality of the transport needs of Florianópolis. This article is the first in a series to analyze the indicators for sustainable cities, focusing mainly on the reality of the South American city. © 2015 Elsevier Ltd. All rights reserved."
"ELITE cities: A low-carbon eco-city evaluation tool for China","2015","10.1016/j.ecolind.2014.09.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907524964&doi=10.1016%2fj.ecolind.2014.09.018&partnerID=40&md5=b797b7d6622de346a36ff5b6f709366d","China is pursuing the development of low-carbon eco-cities to limit carbon dioxide and other greenhouse gases emissions; however, it is unclear what constitutes a low-carbon eco-city and how to evaluate it. The eco and low-carbon indicator tool for evaluating cities (ELITE cities) was developed by researchers at the Lawrence Berkeley National Laboratory in 2012 to evaluate cities' performance by comparing them against benchmark performance goals as well as rank them against other cities in China. ELITE cities measures progress on 33 key indicators selected to represent priority issues within eight primary categories. An excel-based tool was then developed to package the key indicators, indicator benchmarks, explanation of indicators, point calculation functions and transparency-oriented data recording instructions. ELITE cities could be a useful and effective tool for local city government in defining the broad outlines of a low-carbon eco-city and assessing the progress of cities' efforts towards this goal. ELITE cities can also be used by higher-level governments to assess city performance and discern best practices. This paper explains the general framework of the ELITE cities tool, the methods by which the indicators and indicator benchmarks were established, and a detailed guide on tool applications. © 2014 Elsevier Ltd. All rights reserved."
"Creating a new socio-technical regime in China: Evidence from the Sino-Singapore Tianjin Eco-City","2015","10.1016/j.futures.2015.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928676526&doi=10.1016%2fj.futures.2015.04.001&partnerID=40&md5=1bd580e817db7108c8fa9a19807fe34a","The Sino-Singapore Tianjin Eco-City (SSTEC) in China was designed to leverage Singaporean expertise in top-down city planning, systematic management, and water treatment technologies and act as a replicable hub-and-spoke model. This study shows that an expansion of the scale of urbanization, and its transformation into the focal point of the hub-and-spoke eco-city model will enable China to advance as an international pioneer, by the creation of a new socio-technical regime dependent on green and ecologically sustainable systems. In particular, the potential capacity of China's new socio-technical regime, built on eco-cities, is based on its capability to (1) create a vision for a smart energy system; (2) drive down the cost of renewable energy equipment and devices; (3) support local industrial clusters for socio-economic development; (4) implement effective policies for city-level solutions; and (5) standardize and replicate these strategies in the new regime as a whole. In the top-down landscape approach, the public authority's integrated administrative capability and capacity is important as a means by which to link the various types of stakeholders. This has to be done, in the process of managing a city's transition and reducing the risk of transformational failure, by reinforcing the four types of capital assets - namely manufacturing capital, natural capital, human capital, and social capital. © 2015 Elsevier Ltd."
"Planning and operating a shared goods and passengers on-demand rapid transit system for sustainable city-logistics","2015","10.1016/j.trb.2015.07.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947488888&doi=10.1016%2fj.trb.2015.07.016&partnerID=40&md5=6d2ce664b0d3495872b226d113efbf2e","This article investigates the potential of integrating a shared goods and passengers on-demand rapid transit system in urban areas. Although persons and goods movements have different objectives and constraints, mixing their travels on the same network is within current trends. So we investigate in this paper how they could share a rapid transit network and use the available transportation capacity within a city more efficiently in an interconnected way. Based on the common characteristics of personal rapid transit (PRT) and freight rapid transit (FRT), this paper proposes an emergent and efficient transportation solution in order to enhance the sustainability of city logistics. Next, the operational level is focused on to characterize the dynamic transportation problem and to propose two strategies to formulate it. This problem aims to respond to the number of transportation requests arriving on a periodic basis with adequate service level while minimizing the empty movements of a set of electric vehicles with limited battery capacity. An efficient solution approach based on the forward optimization of periodic transportation sub-problems is proposed and validated. The applicability of the PRT-FRT mode is demonstrated and computational results in comparison to other transportation option is also presented and discussed. © 2015 Elsevier Ltd."
"Soil-less systems vs. soil-based systems for cultivating edible plants on buildings in relation to the contribution towards sustainable cities","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001022034&partnerID=40&md5=0b7e8c1e2f1cf7fee5345a5f41a34f8c","Food production and consumption for cities has become a global concern due to increasing numbers of people living in urban areas, threatening food security. There is the contention that people living in cities have become disconnected with food production, leading to reduced nutrition in diets and increased food waste. Integrating food production into cities (urban agriculture) can help alleviate some of these issues. Lack of space at ground level in high-density urban areas has accelerated the idea of using spare building surfaces for food production. There are various growing methods being used for food production on buildings, which can be split into two main types, soil-less systems and soil-based systems. This paper is a holistic assessment (underpinned by the triple bottom line of sustainable development) of these two types of systems for food production on buildings, looking at the benefits and limitation of each type in this context. The results illustrate that soil-less systems are more productive per square metre, which increases the amount of locally grown, fresh produce available in urban areas. The results also show that soil-based systems for cultivation on buildings are more environmentally and socially beneficial overall for urban areas than soil-less systems."
"3D evaluation model of eco-city planning based on the distance measure","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013342246&partnerID=40&md5=1f748fbcfb58570790efe3406b9fb68e","With high-speed urbanization and strict requirements on energy conservation and environmental protection, eco-city has become the priority of urban development in China. Governments of all levels promote various eco-city planning schemes within a short term, but most schemes are characterized by randomness and subjectivity. To solve the lack of scientific pre-implementation evaluation for eco-city planning and improve eco-city construction quality, a systematic analysis is conducted in this study from three dimensions, namely, eco-city planning scheme, operating mechanism, and guarantee measures. A 3D evaluation model for eco-city planning is constructed through index selection. Schemes are ranked comprehensively with the distance measure method, and projection analysis is performed with the four-grid evaluation screen. Finally, the 3D evaluation model is applied to evaluate eco-city planning for Shenzhen, Chongqing, and Weifang. Results show that the model can be used to evaluate eco-city planning schemes effectively and comprehensively and offers targeted optimization suggestions in accordance with the evaluation results. Construction of the 3D evaluation model of eco-city planning based on the distance measure to determine the reasonability of eco-city planning reduces the institutional and social costs of eco-city planning practices."
"Towards successful environmental performance of sustainable cities: Intervening sectors. A review","2016","10.1016/j.rser.2015.12.095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953285220&doi=10.1016%2fj.rser.2015.12.095&partnerID=40&md5=f4ff7fa05e1e2676f9616c55d587b50a","Cities contribute around 80% of global greenhouse gas emissions. There is currently a massive growth in urban areas internationally, especially in developing countries. Urban centers and cities should offer an effective answer to new problems arising from planning and expansion, according to criteria of sustainability. Decisions for sustainable cities planning and management should be taken on an evaluation of their consequences. Correspondingly, each strategy should be designed and undertaken with the right tools of study, analysis and prediction. This paper aims to offer an analysis of the aspects involved in designing sustainable cities. It involves an overview of published papers focusing on urban transport, building energy consumption, green areas planning, waste management and water supply on a city-wide scale. In order to give a broader concept of sustainability in cities, an analysis of other variables from a social point of view is also given. The discussion of this research reflects that the adoption of mechanisms to promote sustainable development is a matter not only of decision makers and designers, but also of users and citizens. © 2015 Elsevier Ltd. All rights reserved."
"Eco-cities: An integrated system dynamics framework and a concise research taxonomy","2015","10.1016/j.scs.2015.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931090694&doi=10.1016%2fj.scs.2015.03.002&partnerID=40&md5=03a1eeca5eef2418f61ed28031b5394f","Urbanism is an emerging phenomenon and international predictions demonstrate that more than half of the increasing world population will live in cities by 2050. Interdisciplinary studies try to develop smart and eco-friendly solutions in order to enhance urban living. This paper validates that the eco-city urban modeling emerges radically and concerns an ideal paradigm for sustainable urban development. After comparing alternative methods for eco-city modeling, this paper attempts to assess the sustainability of the eco-city with the System Dynamics (SD) simulation-based technique. A holistic SD methodological framework is proposed, as a means to assist decision-makers, local governments and managers designing and adopting effective policies for monitoring and assessing the sustainable performance of eco-cities. This framework is formed and tested with two case studies respectively and useful findings about the efficiency of the eco-city modeling are generated. © 2015 Elsevier Ltd. All rights reserved."
"Towards resilient and sustainable cities: A conceptual framework","2016","10.24200/sci.2016.2273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013808567&doi=10.24200%2fsci.2016.2273&partnerID=40&md5=8ff3d1001a0e3fa26596e699050f58bb","Cities are complex and dynamic meta-systems in which technological and social components interact with each other. A variety of hazards threaten cities; thus, planning for resilience in the face of urban disaster is important. We are just beginning to realize the scope and magnitude of the challenges inherent in making our cities resilient to threats from natural hazards and terrorism. To meet these challenges, a national resilient-cities initiative aims at the vision of the resilient city as the goal that covers all types of hazard mitigation. To succeed, this initiative will require changes in national disaster policy, funding for urban systems research, support for advanced education program, and active collaboration among the city professions. One of the natural hazards to which cities should be resilient is drought that is resulted from climate change. The city of Mashhad, which has faced water crisis in recent years, is selected as a case study. By analyzing the status of water resources and their changes during the periods of growth and development of the city, its function in resilience and sustainability is measured. Also, necessary strategies for improving the water resources condition in order for the city to become resilient and sustainable are proposed. © 2016 Sharif University of Technology. All rights reserved."
"Environment quality management in green cities","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988383396&partnerID=40&md5=a5d237627b0001cb77f6b2a171aafade","The article is devoted to the issues of improvement of quality of urban environment during realization of the project of development of green cities, which combines economic and ecological advantages. The article substantiates top-priority directions of change of approaches to management of urban territories and integration of efforts of science, business, and society in promotion of green technologies. The main methodological approach to provision of ecological balance in green cities consists in development of the most comprehensive complex of ecological and economic indicators of development of the city in view of implementation of progressive technologies of filtration of industrial emissions into the atmosphere, sewage water treatment, waste processing, etc. The article offers methodological substantiation of the system of indicators which include evaluation of anthropogenic influence on urban environment and calculation of integrated economic effect from implementation of green technologies which minimize unfavorable effect of these influences. These indicators include emissions release into the atmosphere, soil pollution, development of green areas, use of urban territories which are taken out from the system of natural use, use of city public transport, etc. The developed indicators can not only reflect the existing ecological state and economic development of the city fully but be used for development of perspective scenarios of development of green urban economy on the basis of industrially developed middle-sized cities of Russia and the CIS."
"A comparative study on the quality of China's eco-city: Suzhou vs Kitakyushu","2015","10.1016/j.habitatint.2015.08.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939551187&doi=10.1016%2fj.habitatint.2015.08.005&partnerID=40&md5=fb635213cb32126e7cf9870aa93477b3","China is experiencing rapid urbanization, which increasingly brings pressure on the ambient environment of local cities as well as the resources and ecology of the globe. Hence the Chinese government has been taking vigorous efforts in developing eco-cities across the nation to pursue sustainable development. This study reviews the development of the eco-city framework of the national government of China, and investigates the quality of Chinese eco-cities through an international case-study comparative analysis. The two cases, Suzhou (China) and Kitakyushu (Japan) are both honored as the best practice of eco-cities in their respective countries. The comparative analysis uses 19 indicators of the Chinese national eco-city framework. Results show that Suzhou has made remarkable progress in green space creation and environmental infrastructure construction. However, huge gaps in various indicators, especially the environmental quality performances, reveal the poor levels of pollution in Chinese cities, even in the so-called eco-cities. The rural-urban disparity and the energy consumption efficiency also call for more attention. Recommendations are made for the eco-city framework including raising the environmental standards, setting up a re-examination system in order to ensure the environmental quality, incorporating indicators related to waste recycling, and designing a new set of indicators for the social aspect. © 2015 Elsevier Ltd."
"Concept - Strategy ""green cities"" on the basis of medium industrially developed cities of Russia and CIS countries","2015","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958255873&partnerID=40&md5=779b03daa8b6e99ba964fc7c3c45e307","The work is oriented at conceptual and methodological substantiation of the strategy of formation of ""green cities"" on the basis of medium industrially developed cities of Russia and post-Soviet countries, which provide new ecological and socio-economic standards of living standards of population. The concept of ""green city"" has not only to correspond to imperatives of competitiveness, sustainability, and security of economy, but to form mechanisms of creation of material and informational, humanitarian and technical, institutional and organizational, commercial and financial conditions for effective realization of potential of medium cities. In order to substantiate the results of the research, the following methods of scientific analysis were used: systemic, situational, historical and logical, typological; methods of structural & functional, subjective & objective, descriptive, comparative, expert, statistical, graphic, and table analysis, and economic & mathematical modeling. Study of the processes of transformation of socio-economic system of medium cities on the basis of developed institutional criteria allowed expanding methodological basis of strategic management - in particular, substantiating the totality of methodological and methodical decisions, related to conduct of the analysis, substantiation of goals and mission, development and realization of strategy. Analysis of external and internal possibilities and limitations of medium city development allows determining factors which influence its state and trajectory of development positively and negatively: organizational & managerial (dominant of local authorities' focus at cooperation with regional and federal structures), technical and technological (orientation of vector of industry modernization), infrastructural (imperative of implementation of resource-saving technologies), ecological (recession of ecological culture of population), tourist and recreational (slowdown in development of recreational resources and creation of tourism industry), informational and communicational (priority of creation of ""E-city""), and social (horizon of new social standards)."
"Multi-actor multi-criteria analysis for sustainable city distribution: A new assessment framework","2015","10.1504/IJMCDM.2015.074088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954327113&doi=10.1504%2fIJMCDM.2015.074088&partnerID=40&md5=96190ce14b7269e6e3a6ea3fb90ff588","Urban areas are facing several challenges, especially to organise freight transport in a sustainable way. Many innovative city distribution concepts have failed because not all stakeholders were taken into account in the decision-making process. Evaluating urban freight solutions summons the need for a new approach, taking into consideration different conflicting objectives from different stakeholders. Within STRAIGHTSOL (strategies and measures for smarter urban freight solutions, EC FP7), a systematic impact assessment framework dedicated to freight transportation has been developed. The so-called city distribution - multi-actor multi-criteria analysis (CD-MAMCA) incorporates the city distribution actors and their objectives as the primary focus complemented with a MCDA performed with the PROMETHEE - GDSS method. In this paper, the specific framework dedicated to city distribution is fully explained through a case study in the UK charity sector with Oxfam which tested remote monitoring of the banks leading to dynamic collection scheduling. Copyright © 2015 Inderscience Enterprises Ltd."
"Eco and Green cities as new approaches for planning and developing cities in Egy pt","2016","10.1016/j.aej.2015.12.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960888577&doi=10.1016%2fj.aej.2015.12.018&partnerID=40&md5=3d46ea27f4114532ee01e68efbd79b74","The Egyptian cities have faced various challenges over the time, and such challenges had negative impacts on the development efficiency and performance of these cities, producing series of dangerous problems. Therefore, it became necessary to find out effective systems and technologies to address such problems. This paper tries to attract decision maker's attention to apply sustainable development fundamentals and approaches of Green and Eco cities in planning and developing cities in Egypt, not only to deal with the Egyptian cities' structural problems and challenges, but also to help in improving the effective and efficiency of the existing strategy of new communities in Egypt. This paper will introduce the first practice in planning and developing Green and Eco new city in Egypt (located at Eastern Desert, Sohaj governorate, on the corridor of Upper Egypt Red Sea), including elaboration of its urban structure, land use and its green systems which produce most of its needed infrastructure (specially electricity power network, integrated sewage and solid waste management systems) without making any pressures on the national and local existing infrastructure systems. Finally, the paper will conclude lessons learned from the introduced practice, and present recommendations to improve Egyptian cities and make it more sustainable. © 2015 Faculty of Engineering, Alexandria University."
"A mobile environmental monitoring station for sustainable cities","2016","10.2495/SDP-V11-N6-949-958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991737287&doi=10.2495%2fSDP-V11-N6-949-958&partnerID=40&md5=7ce46cbe3f17144eccd96b23f22e237d","The aim of this paper is to present a mobile environmental monitoring station to evaluate the urban environment.The different phases of the mobile unit development are presented from its construction and operation mode for handling and sharing the data obtained. This mobile unit measures the following urban environmental parameters: environmental noise (Leq, L10 and L90), air quality (PM10, PM2.5 and Total Suspended Particles) and meteorological parameters (air temperature, relative humidity, wind speed and wind direction). This mobile unit is part of a project developed for the Portuguese city of Vila Real, called SMMART (in English ""Municipal System for Monitoring Air, Noise and Traffic""). The municipality accepted the challenge of developing a platform whereby the population could be informed about the quality of the urban environment (air and noise) of the city where they live. © 2016 WIT Press."
"""Green fix"" as crisis management. or, in which world is malmö the world's greenest city?","2015","10.1111/geob.12081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959908813&doi=10.1111%2fgeob.12081&partnerID=40&md5=05fc4d9bf20af56f9d17d83db2a36640","As economic and ecological crises evolve in combination, some policy strategies might aim at killing the two birds with one stone. One recent example can be found in Malmö, Sweden, where crisis management has operated, we propose, as a green fix. The district of Västra hamnen (Western Harbour) is at the centre of the reinvention of the city: once the home of a world-leading shipyard, it is now a no less prominent neighbourhood of ecological virtues. Through outlining the history of Malmö in general and the Western Harbour in particular, we identify how the municipality and local capital in concert increasingly used ""green"" strategies in the urban policies that started as crisis management in the 1990s. Today Malmö is reckoned to be among the world's greenest cities, and we reflect on the importance of this international recognition for the city. Finally, we develop a critique of the green fix as concealing crucial factors of scale, and hence running the risk of myopia. © 2016."
"Sustainable cities and the groundwater governance challenge","2015","10.1007/s12665-014-3370-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923702381&doi=10.1007%2fs12665-014-3370-y&partnerID=40&md5=bf5efcc43d6467cc00a962531136add1","With over half the world’s population now living in towns and cities, serious questions are being asked about the sustainability of urban water supplies. Groundwater is a particular concern as it represents over 95 % of the world’s available fresh water reserves and supplies over 1.5 billion city dwellers with water essential for their drinking and sanitation needs. Within 20 years, the global population is projected to rise from 7 billion to 8 billion with this entire growth accommodated in urban areas. Much of the additional water required will be sought from groundwater due to the generally modest cost of waterwells and the close, “well’s length” proximity of the resource. Fortunately, significant progress has been made in the science of urban groundwater during the past 25 years, most notably with respect to the nature of urban recharge and components of the urban water balance, contaminant source characterisation, recharge management and methods of assessing aquifer vulnerability. There have also been major advances in the development and use of advanced ground and surface water modelling tools, some of which are linked with GIS and urban databanks to provide unprecedented support for resource management decision making. What is missing are appropriate systems of urban water governance that are essential for effective and responsible groundwater resource management. Despite the growing popularity of “integrated water resource management” models that promote urban water management in a comprehensive, holistic, way, it is not clear that such techniques adequately incorporate the unique storage and flow attributes of groundwater, behaviours that merit special management considerations. Today, a significantly increased awareness for the valuable role of groundwater in the urban water cycle is beginning to raise its profile at the political level. Improved groundwater governance with the full involvement of all stakeholders in the decision-making process is now recognised as the key to resolve sustainability concerns over water in the world’s rapidly growing cities. © 2014, Springer-Verlag Berlin Heidelberg."
"Research on eco-city planning based on comprehensive evaluation model","2015","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960118334&partnerID=40&md5=8a6ea984220bf2352d2d2a9f76a90c8e","In this paper, a reasonable eco-city planning is used as the goal; firstly, the weights are determined by the hierarchical analysis, a comprehensive evaluation mathematical model is established. Taking Tangshan city as an example, the study conducts an evaluation analysis of the eco-city planning of Tangshan, in the process of the analysis, the ecological environment of Tangshan, unreasonable industrial structure, etc are found, affecting the evaluation results. The reasonable planning of the collected data improves the comprehensive evaluation score of ecological city, which is more in line with the policy options of the national ecological urban planning. In this study, through the reasonable evaluation on the scheme of eco-city planning, scientificity of ecological city planning evaluation is greatly raised, and the evaluation reliability of the planning is improved. It is hoped to provide a new way to achieve good results for the ecological city planning and to make our city construction be more and more reasonable, and development be more and more harmonious."
"GIS-based sustainable city compactness assessment using integration of MCDM, Bayes theorem and RADAR technology","2015","10.1080/10106049.2014.911967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925281436&doi=10.1080%2f10106049.2014.911967&partnerID=40&md5=eb86fbb4a3a11e46ffaa1ddff08b1627","In recent decades, compact urban development and smart cities are recognised as most sustainable urban form in an effort to protect natural environment. Therefore, evaluation of existing compactness and sustainability of an area is an essential task before the real development takes place. In the literature, it is possible to see some studies on city’s compactness assessment and most of them have considered only a few aspects of compact development analysis. This paper aims to analyse urban sustainability of Kajang city (Malaysia) through a comprehensive city compactness assessment using geographical information system and radar remote sensing technology. To measure building density, a RADAR image of the study area was used to extract built-up areas with the aid of pixel-based and object-based classification schemes. Mixed land use development, urban density and intensity were the main indicators of the analysis. Finally, multicriteria decision-making and Bayes theorems were applied for overall compactness assessment. Building density analysis was validated using standard confusion matrix, which showed more than 90% accuracy. Similarly, the root-mean squared error showed 0.35 for object-based classification. The results classified the zones of the Kajang city in the range of least to most compact zones with the compactness value of 0.00273–0.0146, respectively. The results obtained in this study can help local government to improve the compactness of least compact zones to make Kajang city more sustainable. Furthermore, the results revealed that efficient public transportation and proper community facilities are the key factors to achieve sustainable urban development. © 2014, Taylor & Francis."
"Ecological approaches in planning for sustainable cities a review of the literature","2015","10.7508/gjesm.2015.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992305898&doi=10.7508%2fgjesm.2015.02.008&partnerID=40&md5=074055dd26dc45ab026809dfb8f94458","Rapid urbanization has brought environmentally, socially, and economically great challenges to cities and societies. To build a sustainable city, these challenges need to be faced efficiently and successfully. This paper focuses on the environmental issues and investigates the ecological approaches for planning sustainable cities through a comprehensive review of the relevant literature. The review focuses on several differing aspects of sustainable city formation. The paper provides insights on the interaction between the natural environment and human activities by identifying environmental effects resulting from this interaction; provides an introduction to the concept of sustainable urban development by underlining the important role of ecological planning in achieving sustainable cities; introduces the notion of urban ecosystems by establishing principles for the management of their sustainability; describes urban ecosystem sustainability assessment by introducing a review of current assessment methods, and; offers an outline of indexing urban environmental sustainability. The paper concludes with a summary of the findings. © 2015 Iran Solid Waste Association."
"New approach addressing sustainability in urban areas using sustainable city models","2014","10.1080/2093761X.2014.948528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923317409&doi=10.1080%2f2093761X.2014.948528&partnerID=40&md5=dafe915da48e1ebab5d0bdf7a620a769","A brief analysis of the environmental, social and economic paradigm of today’s cities, allows a simple conclusion to be reached: current cities are not sustainable. Considering this, it is very important to study the causes of city problems and to develop city models implementing sustainability practices. There are a limited number of studies developing sustainable city models, but in the scientific community there is an even greater lack of studies about the rehabilitation of current cities to implement these models. This work emerges with the objective of analysing how it is possible to implement sustainability practices in cities through the development of a sustainable city model and an urban rehabilitation plan. The development of sustainable city models is a very complex topic and the analysis of the literature shows that it is necessary to consider the relation between environmental and social aspects in the development of sustainable cities, while taking special care when considering the economic issues. It was also concluded that sustainable city models and rehabilitation plans should be subject to sustainability assessments and should consider the active participation of the city inhabitants. In fact, a city can only be sustainable if its population is in harmony with the city model and we can only assess results by predicting and measuring performance levels. © 2014, © 2014 Taylor & Francis."
"A Tale of Two Eco-Cities: Experimentation under Hierarchy in Shanghai and Tianjin","2015","10.1080/08111146.2014.967390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930537361&doi=10.1080%2f08111146.2014.967390&partnerID=40&md5=68dafb1169c26b0f916535f3f308d378","Two ambitious ‘new city’ projects were launched in China during the past 15 years—the ‘Dongtan eco-city’ project in Shanghai and the Sino-Singapore Tianjin Eco-City project in Tianjin. Both have received much international publicity and attention. However, the Dongtan project has stalled, and will evidently not be revived, while the Tianjin project continues, albeit with more moderate goals. We analyse the two cases, using the concept of ‘experimentation under hierarchy’ to show why one project is proceeding, while the other has failed. The key factors were strong international inputs of expertise and funds in the Tianjin project, along with crucial support from the central government, both of which were lacking in the Dongtan project. © 2015, © 2014 Editorial Board, Urban Policy and Research."
"Creating sustainable cities through knowledge exchange: A case study of knowledge transfer partnerships","2016","10.1108/IJSHE-04-2015-0079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992650142&doi=10.1108%2fIJSHE-04-2015-0079&partnerID=40&md5=0f5ada08f485e312aeb97f40aa5b0da3","Purpose: The purpose of this paper is to examine the use of knowledge transfer partnership (KTP)as a means for universities to generate and exchange knowledge to foster sustainable cities and societies. Design/methodology/approach: This paper reports on a series of separate yet interrelated KTPs between a university and the local authority in the North East of England, designed to enhance the environmental, social and economic performance of a large-scale urban housing procurement project. Findings: Results from the partnerships indicate that KTPs may play a crucial role in developing capacity within local authorities tasked with creating sustainable cities and societies, whilst at the same time, enhancing skills and knowledge within the communities whom they represent and their industry partners. Originality/value: The paper contributes an understanding as to how universities can act as a conduit for the generation and exchange of knowledge for sustainability. It presents a case study which examines how a series of KTPs can provide a useful mechanism for enhancing environmental, social and economic sustainability. © 2016, © Emerald Group Publishing Limited."
